date,closest_ims,rain_mm,wind_ms,temp_deg,rain_morning,wind_morning,temp_morning
2021-12-28,67,0,5.68,11.5,0,5.88,9.97
2021-12-28,28,0,3.72,12.4,0,4.29,11.1
2021-12-28,54,0,1.12,12.1,0,0.89,8.92
2021-12-29,259,0,2.53,11,0,2.29,9.02
2021-12-29,46,2.7,3.53,13.5,0,2.81,12.3
2021-12-29,44,3.9,3.25,14.4,0,3.49,13.6
2021-12-29,45,19.2,2.55,12.5,0,2.5,11.3
2021-12-29,42,0,3.78,11.8,0,3.74,11.2
2021-12-29,186,0.3,1.1,11.4,0,0.598,8.65
2021-12-29,78,0,3.14,13.1,0,3.27,11.1
2021-12-29,205,0,3.94,11.6,0,4.11,10
2021-12-29,121,3.4,2.67,11.5,0,2.59,10.1
2021-12-29,79,0,2.85,12.7,0,3.23,11.3
2021-12-29,67,4.9,3.64,11.2,0,3.86,9.99
2021-12-29,28,0,1.67,9.17,0,1.01,8
2021-12-29,54,1.2,2.19,11.5,0,1.81,9.07
2021-12-30,259,5.4,2.52,12.9,0,2.86,10.8
2021-12-30,46,0,3.82,14.9,0,4.15,12.9
2021-12-30,44,0,3.27,14.3,0,3.6,12.9
2021-12-30,45,0,2.83,12.9,0,2.74,11.3
2021-12-30,42,0,4.3,12.1,0,4.4,11.4
2021-12-30,186,0.1,1.32,11.6,0.1,0.634,8.65
2021-12-30,78,0,2.37,13.1,0,1.84,11.1
2021-12-30,205,0,4.44,11.6,0,4.78,10.1
2021-12-30,121,11.3,2.42,13.7,0,1.9,11.7
2021-12-30,79,0.3,2.75,14.7,0,2.93,13.1
2021-12-30,67,0,3.35,11.5,0,3.59,9.88
2021-12-30,28,0.1,2.49,10.3,0.1,2.47,8.62
2021-12-30,54,3.3,2.12,13.8,0.1,1.57,10.9
2021-12-31,259,0,2.79,15.8,0,2.29,14.1
2021-12-31,46,0,3.87,17.1,0,3.35,16
2021-12-31,44,0,5.02,17.1,0,4.65,16.1
2021-12-31,45,0,4.22,14.8,0,3.34,13.7
2021-12-31,42,0,6.21,13.2,0,5.31,12.4
2021-12-31,186,0,2.17,14.9,0,1.74,12.6
2021-12-31,78,0,4.31,16.9,0,3.86,15.9
2021-12-31,205,0,7.93,13.8,0,8.31,12.7
2021-12-31,121,0.4,2.26,16.1,0.4,1.69,14.3
2021-12-31,79,0.6,3.11,17.1,0.3,2.72,15.8
2021-12-31,67,0,5.55,13.5,0,4.75,12.2
2021-12-31,28,0.1,3.28,13.1,0.1,2.82,12.3
2021-12-31,54,0,2.14,16.1,0,1.52,14.1
2022-01-01,259,3.2,2.84,14.2,0.4,2.83,14.3
2022-01-01,46,6.8,4.07,15.7,5.9,4.6,14.4
2022-01-01,44,2.2,4.19,16.1,1.7,5.49,14.8
2022-01-01,45,5,4.81,13.9,4.2,5.92,12.3
2022-01-01,42,5.7,7.43,12.1,5.7,8.15,10.7
2022-01-01,186,7.7,2.33,15,7.7,2.13,13
2022-01-01,78,4.4,3.62,15.9,4.4,3.62,14.2
2022-01-01,205,3.1,5.74,12.8,3.1,5.66,11.1
2022-01-01,121,2.1,2.47,14.6,0.5,2.51,13.9
2022-01-01,79,2.2,2.07,14.1,1.1,2.4,12.9
2022-01-01,67,7.9,6.28,13,7.2,7.3,11.3
2022-01-01,28,1.4,4.1,10.9,0.8,3.16,10.6
2022-01-01,54,3.9,2.45,15,1,2.73,14.1
2022-01-02,259,0,1.26,12.5,0,1.12,10.2
2022-01-02,46,0.3,3.16,15.8,0,2.99,14.6
2022-01-02,44,0.1,1.93,16.3,0,1.81,15.2
2022-01-02,45,1.4,3.48,14.3,0,3.96,13.1
2022-01-02,42,0,5.03,13.2,0,5.76,12.1
2022-01-02,186,0,1.15,14.8,0,0.792,12.8
2022-01-02,78,0,1.56,15.4,0,1.44,13.8
2022-01-02,205,0,3.22,13.6,0,2.65,12.4
2022-01-02,121,0.1,1.44,13.3,0,1.2,10.5
2022-01-02,79,0,1.42,13.7,0,1.3,11.4
2022-01-02,67,0,4.17,13.1,0,3.85,11.8
2022-01-02,28,0,3.58,10.6,0,3.36,9.51
2022-01-02,54,0,1.61,14.1,0,1.34,11.4
2022-01-03,259,12.5,2.3,12.6,6.3,2.26,11.4
2022-01-03,46,1.6,3.76,14.8,1.6,4.09,13.5
2022-01-03,44,0.5,2.3,14.5,0.5,2.36,12.8
2022-01-03,45,4.5,2.46,13.1,3.2,3.1,11.6
2022-01-03,42,0.4,2.85,12.9,0.4,3.44,11.9
2022-01-03,186,1.8,1.29,13.3,0.6,1,11.1
2022-01-03,78,0.3,1.54,13.9,0.3,1.45,12
2022-01-03,205,0,3.21,12.1,0,2.15,10.7
2022-01-03,121,7.3,2.99,13.7,5.8,3.18,12.5
2022-01-03,79,12.4,2.53,13.4,8.2,3.02,11.9
2022-01-03,67,4.1,2.59,12.5,3.4,2.59,11.1
2022-01-03,28,2.9,2.63,9.55,1.9,1.7,8.78
2022-01-03,54,6.9,2.2,14.1,5.7,2.12,12.3
2022-01-04,259,0,3.2,11.4,0,3.14,9.62
2022-01-04,46,0,5.06,15.7,0,4.03,13.5
2022-01-04,44,0.1,2.28,14.4,0,2.44,13.2
2022-01-04,45,0.1,3.05,14,0,2.93,12.5
2022-01-04,42,0,4.13,12.3,0,4.52,11.4
2022-01-04,186,0.1,1.13,12.9,0,0.328,10.5
2022-01-04,78,0,1.5,13.7,0,1.25,11.1
2022-01-04,205,0,2.75,12.7,0,2.23,11.7
2022-01-04,121,0,2.84,11.9,0,2.78,10
2022-01-04,79,0,3.19,12.4,0,3.09,10.5
2022-01-04,67,0.4,3.07,13.3,0,2.74,12.4
2022-01-04,28,0.1,2.83,8.57,0.1,1.55,7.08
2022-01-04,54,0,2.61,12.2,0,1.93,9.45
2022-01-05,259,0,2.45,14.2,0,3.24,13.4
2022-01-05,46,0.1,5.5,16.2,0.1,5.27,15.2
2022-01-05,44,1.5,2.75,15.5,1.5,2.8,14.3
2022-01-05,45,0.2,3.82,14.1,0.2,3.85,13
2022-01-05,42,1.6,5.77,12,1.6,7.19,11.3
2022-01-05,186,1.3,1.49,14.2,1.1,1.43,13.5
2022-01-05,78,0.1,2.27,15.6,0.1,2.02,14.7
2022-01-05,205,2,2.97,12.5,1.9,2.44,12.2
2022-01-05,121,0,2.87,14.1,0,3.57,13.1
2022-01-05,79,0,3.04,13.7,0,3.45,11.9
2022-01-05,67,1.2,2.95,13.1,0.9,3.94,12.6
2022-01-05,28,0,1.46,9.89,0,1.08,7.66
2022-01-05,54,0,3.07,15.1,0,3.7,14.4
2022-01-06,259,0,1.64,13.2,0,1.55,9.94
2022-01-06,46,0,3.3,16.6,0,3.36,14.5
2022-01-06,44,0,2.3,16.2,0,1.72,13.5
2022-01-06,45,0,3.18,15.3,0,3.47,13.2
2022-01-06,42,0,4.05,14,0,4.44,12.8
2022-01-06,186,0,1.34,15.1,0,1.1,12.2
2022-01-06,78,0,2.1,16,0,1.41,13.8
2022-01-06,205,0,4.3,14,0,4.02,12.8
2022-01-06,121,0,1.53,13.1,0,1.45,9.35
2022-01-06,79,0,1.31,13.6,0,1.04,10.4
2022-01-06,67,0,4.17,13.8,0,4.32,11.8
2022-01-06,28,0,3.9,13.1,0,4.54,11.3
2022-01-06,54,0,1.26,13.8,0,0.918,9.67
2022-01-07,259,0,2.44,13.3,0,2.93,10.3
2022-01-07,46,0,2.22,16.1,0,2.47,14.5
2022-01-07,44,0,2.59,17.2,0,3.33,16.1
2022-01-07,45,0,2.47,15.7,0,2.53,13.7
2022-01-07,42,0,3.33,14.9,0,3.64,13.4
2022-01-07,186,0,1.34,14.8,0,1.06,11.6
2022-01-07,78,0,2.58,16.4,0,2.98,14.4
2022-01-07,205,0,4.92,14.9,0,6.06,13
2022-01-07,121,0,1.67,13.4,0,1.68,10
2022-01-07,79,0,1.88,14.1,0,1.67,10.8
2022-01-07,67,0,3.74,14.3,0,4.24,12.3
2022-01-07,28,0,2.31,14.2,0,2.24,12.3
2022-01-07,54,0,1.34,13.3,0,1.09,9.37
2022-01-08,259,0,1.84,12.8,0,1.75,9.46
2022-01-08,46,0,2.07,16.1,0,2.19,14
2022-01-08,44,0,2.44,15.7,0,2.65,13.7
2022-01-08,45,0,3.03,15.7,0,4.02,13.4
2022-01-08,42,0,4.42,15.2,0,5.23,14.5
2022-01-08,186,0,1.43,13.7,0,0.53,9.55
2022-01-08,78,0,2.53,14.4,0,2.17,11
2022-01-08,205,0,4.45,14.6,0,4.52,12.1
2022-01-08,121,0,1.7,12.4,0,1.62,8.83
2022-01-08,79,0,1.46,13.5,0,1.33,10.1
2022-01-08,67,0,4.36,14.3,0,5.09,12.1
2022-01-08,28,0,3.28,14.4,0,4.07,12.8
2022-01-08,54,0,1.3,12.4,0,1.04,8.03
2022-01-09,259,0,2.76,13.8,0,2.54,12
2022-01-09,46,0,4.94,16.3,0,3.4,14.7
2022-01-09,44,0,3.13,15.6,0,2.73,14.1
2022-01-09,45,0,3.38,15.9,0,2.69,14.8
2022-01-09,42,0,5.84,15.7,0,4.51,15.5
2022-01-09,186,0,1.78,14.5,0,0.685,11.2
2022-01-09,78,0,3.58,16.4,0,3.14,14.4
2022-01-09,205,0,5.09,15.5,0,5.5,14.2
2022-01-09,121,0,2.73,13.9,0,2.43,11.5
2022-01-09,79,0,3.29,14.1,0,2.75,12.4
2022-01-09,67,0,4.28,15.2,0,3.85,13.6
2022-01-09,28,0,3.9,14.6,0,3.31,14.4
2022-01-09,54,0,2.81,13.8,0,1.59,10.4
2022-01-10,259,0,3.06,12.5,0,3.14,10.5
2022-01-10,46,0,6.46,15.1,0,5.93,13.6
2022-01-10,44,0,4.19,14.8,0,4.17,13.3
2022-01-10,45,0,4.04,13.1,0,4.05,11.6
2022-01-10,42,0,7.43,11,0,8.38,9.95
2022-01-10,186,0,2.69,13.4,0,1.8,11.3
2022-01-10,78,0,4.25,14.3,0,4.29,12.8
2022-01-10,205,0,4.21,12.1,0,3.44,10.9
2022-01-10,121,0,3.56,12.8,0,3.73,10.4
2022-01-10,79,0,3.32,12.7,0,3.41,9.78
2022-01-10,67,0,4.34,12.6,0,4.17,11.4
2022-01-10,28,0,2.54,9.36,0,1.87,6.89
2022-01-10,54,0,3.65,13.8,0,3.4,11.9
2022-01-11,259,0,2.97,11.3,0,3.34,8.11
2022-01-11,46,0,4.2,14.5,0,5.08,12.6
2022-01-11,44,0,2.81,14.5,0,3.23,12.7
2022-01-11,45,0,2.56,13.7,0,2.43,12.1
2022-01-11,42,0,4.6,12,0,4.78,11
2022-01-11,186,0,0.77,11.8,0,0.374,8.17
2022-01-11,78,0,1.87,13.2,0,1.49,10.5
2022-01-11,205,0,3.04,11.5,0,3.52,9.49
2022-01-11,121,0,2.51,11.7,0,2.39,8.42
2022-01-11,79,0,2.45,12.5,0,2.12,9.4
2022-01-11,67,0,2.44,12.3,0,2.53,9.97
2022-01-11,28,0,2.08,9.41,0,1.6,6.96
2022-01-11,54,0,1.86,10,0,1.75,7.67
2022-01-12,259,0,2.83,12.1,0,2.86,9.14
2022-01-12,46,0,3.61,14.9,0,3.27,12.6
2022-01-12,44,0,2.95,15.1,0,3.36,13.7
2022-01-12,45,0,2.36,14.2,0,1.9,12
2022-01-12,42,0,4.71,14.3,0,4.77,13.7
2022-01-12,186,0,1.1,11.8,0,0.649,8.5
2022-01-12,78,0,2.68,13.4,0,2.28,10.5
2022-01-12,205,0,3.75,13,0,4.44,11.1
2022-01-12,121,0,2.32,12.7,0,2.32,9.36
2022-01-12,79,0,2.66,14.5,0,2.84,12.6
2022-01-12,67,0,3.13,12.9,0,3.15,10.7
2022-01-12,28,0,2.27,11.8,0,1.94,10.1
2022-01-12,54,0,2.12,11.9,0,1.48,7.24
2022-01-13,259,0,2.8,12.1,0,2.86,9.79
2022-01-13,46,0,5.15,15.7,0,3.89,14.4
2022-01-13,44,0,3.06,15.9,0,2.63,14.8
2022-01-13,45,0,3.45,15.1,0,2.79,14.1
2022-01-13,42,5.3,5.87,13,0,5.46,12.3
2022-01-13,186,0,1.82,12.3,0,0.459,9.64
2022-01-13,78,2.9,2,13.8,0,1.16,12.1
2022-01-13,205,0,3.54,13.1,0,2.98,11.8
2022-01-13,121,0,2.73,12.6,0,2.51,10.2
2022-01-13,79,0,3.04,14.2,0,2.9,12
2022-01-13,67,0,3.15,13.2,0,1.78,11.8
2022-01-13,28,0,2.61,11.3,0,1.3,9.58
2022-01-13,54,0,2.78,12.1,0,1.81,8.76
2022-01-14,259,36.4,3.71,10.7,15.2,4.54,10.2
2022-01-14,46,17.6,6.39,15.4,5.2,7.07,15.7
2022-01-14,44,27.5,2.46,13.5,1.9,2.64,14
2022-01-14,45,18.4,3.48,12.4,4.6,4.11,12.9
2022-01-14,42,27,4.51,10.1,8.9,4.51,10.3
2022-01-14,186,27.4,1.8,11.9,9.4,1.3,11.1
2022-01-14,78,31.6,2.25,13,6.8,1.8,12.9
2022-01-14,205,37.2,2.38,10.4,14.7,2.09,9.86
2022-01-14,121,34.6,4.01,11.7,19.4,4.98,11.1
2022-01-14,79,16.6,5.26,11.5,10.6,5.4,10.4
2022-01-14,67,26.2,3.65,10.8,6.5,3.81,10.6
2022-01-14,28,7.2,5.81,7.7,3.9,6.06,7.27
2022-01-14,54,25.9,3.6,12.8,11.2,3.69,12.1
2022-01-15,259,31.6,3.75,8.98,16.6,4.26,8.39
2022-01-15,46,48.4,5.68,12.3,31.2,5.73,10.8
2022-01-15,44,26,3.63,10.6,10.6,4,9.83
2022-01-15,45,63.2,3.85,9.36,22.5,4.87,8.57
2022-01-15,42,13.7,6.92,7.71,5.9,7.44,7.08
2022-01-15,186,6.1,2.46,9.92,1.4,2.08,9.05
2022-01-15,78,10,2.88,10.8,4.4,2.8,9.93
2022-01-15,205,7.9,2.62,8.46,2.5,2,7.65
2022-01-15,121,31.7,4.22,10,17.2,4.4,9.26
2022-01-15,79,16.4,4.9,9.53,0.9,5.46,9.12
2022-01-15,67,45.8,4.15,8.82,14.4,4.64,8.14
2022-01-15,28,1.6,4.19,5.69,0,3.27,4.82
2022-01-15,54,40.7,4.35,10.4,28.4,4.96,9.48
2022-01-16,259,54.8,4.05,8.59,47.1,5.34,7.94
2022-01-16,46,7.5,6.76,14,6.3,5.27,13.9
2022-01-16,44,5.9,3.49,12.1,5.7,2.38,11.8
2022-01-16,45,16.5,3.15,10.4,13.4,2.69,10.4
2022-01-16,42,17.2,5.68,8.64,14.6,4.95,8.77
2022-01-16,186,14.1,2.05,10.2,10.7,1.14,9.8
2022-01-16,78,9.6,2.31,11.2,6.4,1.39,10.6
2022-01-16,205,9.2,3.17,8.74,5.9,2.32,8.38
2022-01-16,121,96.7,4.3,9.62,72.9,5.15,8.87
2022-01-16,79,35.5,4.95,9.65,7.9,6.69,9.48
2022-01-16,67,17.6,3.46,9.42,17.3,2.59,9.43
2022-01-16,28,14.3,5.7,5.76,0.9,5.9,5.35
2022-01-16,54,33.8,3.69,11.1,25.6,4.76,11.5
2022-01-17,259,0,2.46,6.17,0,1.7,3.28
2022-01-17,46,0,4.31,9.88,0,4.06,7.63
2022-01-17,44,0,3.12,9.41,0,3.44,7.8
2022-01-17,45,0,3.24,7.81,0,3.69,5.73
2022-01-17,42,0,4.93,6.16,0,5.28,4.75
2022-01-17,186,0,1.67,6.91,0,1.53,3.94
2022-01-17,78,0,1.42,7.43,0,1.18,4.37
2022-01-17,205,0,2.37,6.34,0,2.14,4.67
2022-01-17,121,0,2.38,7.58,0,1.23,4.85
2022-01-17,79,0.1,2.24,8.1,0,1.24,6.12
2022-01-17,67,0,3.26,6.3,0,3.72,3.97
2022-01-17,28,0,3.59,4.34,0,3.35,2.85
2022-01-17,54,0,2.59,7.75,0,1.9,4.68
2022-01-18,259,0,3.07,6.54,0,3.91,4.35
2022-01-18,46,0,3.99,9.77,0,3.69,7.67
2022-01-18,44,0,2.89,9.97,0,3.33,8.34
2022-01-18,45,0,2.19,8.3,0,1.85,5.77
2022-01-18,42,0,2.71,7.93,0,2.11,7.28
2022-01-18,186,0,1.24,6.33,0,0.605,2.79
2022-01-18,78,0,1.89,7.38,0,1.03,4.96
2022-01-18,205,0,3.24,6.23,0,3.65,4.09
2022-01-18,121,0,2.36,7.06,0,2.27,4.22
2022-01-18,79,0,2.71,7.87,0,2.47,5.7
2022-01-18,67,0,2.92,6.95,0,3.43,4.17
2022-01-18,28,0,2.96,3.67,0,3.27,1.54
2022-01-18,54,0,1.93,6.91,0,1.52,3.14
2022-01-19,259,7.7,4.73,8.15,3.7,5.6,7.91
2022-01-19,46,6.9,10.2,12.7,4.7,9.71,13
2022-01-19,44,8.2,5.44,11.2,7.3,4.94,11.1
2022-01-19,45,9.9,6.13,9.12,9.3,5.63,8.51
2022-01-19,42,17.7,9.11,7.22,12.8,9.93,7.29
2022-01-19,186,16.2,3.67,9.05,13.8,3.53,8.82
2022-01-19,78,25.3,4.86,10.5,22.5,4.78,10.4
2022-01-19,205,26,5.87,6.79,22.9,5.74,6.9
2022-01-19,121,10.4,4.94,8.66,7.8,5.65,7.81
2022-01-19,79,3.6,5.83,8.58,0.1,6.06,7.38
2022-01-19,67,18.2,7.77,8.11,17.1,7.16,7.44
2022-01-19,28,2.2,5.09,3.97,1.5,3.86,3.39
2022-01-19,54,9.6,5.54,9.74,8.2,5.96,8.57
2022-01-20,259,2.9,2.38,7,0.4,2.3,4.47
2022-01-20,46,3.7,8.19,11.3,1.6,8.78,11.2
2022-01-20,44,0,4.86,9.97,0,5.23,9.47
2022-01-20,45,0.1,4,8.82,0,4.21,8.23
2022-01-20,42,0,3.2,6.39,0,3.48,5.65
2022-01-20,186,0.8,2.95,8.36,0,2.6,7.51
2022-01-20,78,1.1,3.79,9.59,0,4.1,9.3
2022-01-20,205,1.8,6.99,5.72,0,7.9,5.35
2022-01-20,121,1.8,2.89,8.48,0.5,1.81,5.84
2022-01-20,79,1,2.24,8.84,0.1,1.71,6.94
2022-01-20,67,0,4.69,6.69,0,4.31,5.97
2022-01-20,28,5.1,4.45,3.41,0.5,2.32,1.74
2022-01-20,54,0,3.08,9.33,0,1.52,6.31
2022-01-21,259,0,3.25,8.53,0,3.16,6.39
2022-01-21,46,0,3.7,11.2,0,4.05,8.9
2022-01-21,44,0,2.8,10.5,0,2.92,8.53
2022-01-21,45,0,2.39,9.04,0,2.1,6.8
2022-01-21,42,0,3.36,8.09,0,4.18,7.54
2022-01-21,186,0,1.42,7.74,0,0.916,4.27
2022-01-21,78,0,2.11,8.51,0,1.53,6.26
2022-01-21,205,0,3.4,6.42,0,3.86,4.81
2022-01-21,121,0.2,2.48,9.83,0,2.18,7.53
2022-01-21,79,0,2.47,9.84,0,2.43,7.82
2022-01-21,67,0,3.24,7.17,0,2.9,4.81
2022-01-21,28,0,4.08,4.59,0,3.5,3.02
2022-01-21,54,0,2.05,10.3,0,1.5,7.4
2022-01-22,259,0,2.63,8.2,0,3.39,4.93
2022-01-22,46,0,4.06,11.3,0,4.35,8.94
2022-01-22,44,0,3.92,12.2,0,4.77,10.4
2022-01-22,45,0,3.89,10.1,0,4.31,7.83
2022-01-22,42,0,5.62,8.29,0,6.35,6.49
2022-01-22,186,0,1.64,9.4,0,1.19,6.44
2022-01-22,78,0,2.93,10.5,0,3.2,9.16
2022-01-22,205,0,5.09,8.51,0,6.34,6.87
2022-01-22,121,0,1.93,8.74,0,2.33,4.92
2022-01-22,79,0,2.22,9.61,0,2.4,6.85
2022-01-22,67,0,4.69,8.38,0,5.28,6.1
2022-01-22,28,0,2.63,7.04,0,1.59,4.66
2022-01-22,54,0,2.21,9.27,0,1.75,4.72
2022-01-23,259,9.4,4.18,10.2,0,4.58,9.06
2022-01-23,46,5.2,8.11,12.9,0,7.69,11.8
2022-01-23,44,11.4,4.69,11.9,0,5.4,11.4
2022-01-23,45,8.7,5.05,10.4,0,5.22,9.51
2022-01-23,42,21.1,9.28,8.32,0,11.6,7.97
2022-01-23,186,7.1,2.46,10.2,0,2.5,9.87
2022-01-23,78,9.1,5.07,11.5,0,7.06,11.7
2022-01-23,205,14.9,4.62,8.17,0,3.84,7.36
2022-01-23,121,10.6,4.66,10.4,0,4.74,8.5
2022-01-23,79,2.9,5.26,10.2,0,5.04,7.95
2022-01-23,67,11.9,5.93,9.97,0,6.29,9.5
2022-01-23,28,0,3.9,6.62,0,2.65,4.57
2022-01-23,54,9.7,5.33,11.7,0,5.35,10.3
2022-01-24,259,20.5,2.28,8.31,14.9,3.33,7.91
2022-01-24,46,5.6,6.47,12.2,5.4,7.88,12.1
2022-01-24,44,7.9,3.15,10.2,7,3.19,9.68
2022-01-24,45,11.3,3.15,9,10.2,3.69,8.62
2022-01-24,42,8.1,3.92,6.87,7.6,4.85,6.35
2022-01-24,186,7.9,1.15,8.31,7.1,1.23,7.91
2022-01-24,78,12.6,1.77,9.33,12.4,1.67,8.5
2022-01-24,205,9.1,2.77,6.5,8.8,2.38,5.88
2022-01-24,121,30,2.49,9.19,21.3,3.59,8.82
2022-01-24,79,10.6,3.1,9.02,5.2,4.44,8.26
2022-01-24,67,15.6,2.17,7.67,14,2.74,7.6
2022-01-24,28,1.4,4.04,5.73,0.1,3.57,4.99
2022-01-24,54,27.5,2.29,9.77,18.2,3.1,9.48
2022-01-25,259,0.1,2.73,8.12,0.1,2.9,5.71
2022-01-25,46,0,4.21,10.6,0,3.6,8.32
2022-01-25,44,0,3.45,10.2,0,3.5,8.08
2022-01-25,45,0,3.01,9.01,0,2.7,6.7
2022-01-25,42,0,4.37,8.19,0,4.77,7.07
2022-01-25,186,0.1,1.64,7.66,0.1,1.06,4.02
2022-01-25,78,0,2.13,8.55,0,1.58,5.9
2022-01-25,205,0,3.65,7.05,0,4.2,4.91
2022-01-25,121,0.1,1.95,8.61,0.1,1.43,5.67
2022-01-25,79,0,2.32,8.75,0,2.12,6.75
2022-01-25,67,0,3.35,7.61,0,3.8,5.06
2022-01-25,28,0,3.56,6.15,0,3.5,4.76
2022-01-25,54,0.1,2.24,8.78,0.1,1.23,4.96
2022-01-26,259,0.5,4.11,8.43,0,4.14,7.94
2022-01-26,46,15.4,7.98,11.7,12.6,5.47,10.6
2022-01-26,44,58,3.94,10.1,43.2,3.13,8.47
2022-01-26,45,26.6,4.99,8.72,22.6,3.83,7.24
2022-01-26,42,62.8,8.09,6.72,50.1,7.47,5.52
2022-01-26,186,28,2.75,8.35,19.8,1.73,7.48
2022-01-26,78,53.9,3.36,9.18,38.3,3.37,8.16
2022-01-26,205,44.9,3.98,6.5,27.2,2.54,5.67
2022-01-26,121,0.2,4.35,8.71,0,4.26,7.22
2022-01-26,79,0.4,4.84,8.39,0,4.38,6.52
2022-01-26,67,24.7,5.2,7.91,14.8,3.66,6.78
2022-01-26,28,3.5,3.55,5.03,0,2.47,3.78
2022-01-26,54,6.7,5.35,9.83,0,5.05,9.14
2022-01-27,259,59.4,3.71,6.38,22.8,3.7,5.09
2022-01-27,46,7.4,11.9,12.2,5.2,13.9,11.7
2022-01-27,44,8.7,4.87,10.8,3.2,5.7,10.1
2022-01-27,45,5.5,7.01,9.3,3.4,8.13,8.59
2022-01-27,42,10.6,6.8,6.55,6.2,7.35,5.4
2022-01-27,186,10.4,3.05,8.47,6.2,2.94,6.94
2022-01-27,78,12.9,3.03,9.99,3.7,3.52,9.54
2022-01-27,205,21.1,5.5,5.71,8.7,5.45,4.94
2022-01-27,121,52.1,4.37,8.46,15.2,4.32,7.87
2022-01-27,79,32.5,5.9,7.01,22.7,6.44,5.98
2022-01-27,67,10.6,7.47,7.68,5.2,8.04,6.8
2022-01-27,28,18.2,6.91,2.67,14.5,7.5,1.85
2022-01-27,54,14.6,6.43,10.1,8.1,7.1,8.99
2022-01-28,259,35.7,3.54,7.58,12.5,4.71,7.14
2022-01-28,46,3.9,6.86,13.4,0.5,8.41,13.9
2022-01-28,44,5.5,2.69,12,1.3,2.9,11.7
2022-01-28,45,5.7,2.91,9.07,1.5,2.63,8.49
2022-01-28,42,7.8,4.87,8.04,2.9,5.49,7.81
2022-01-28,186,14.9,1.87,8.97,5.5,1.5,8.26
2022-01-28,78,6.1,2.05,10.1,3.9,1.9,8.99
2022-01-28,205,11.3,2.22,6.79,5.5,2.4,5.95
2022-01-28,121,35.7,3.89,8.51,15.2,5.1,7.75
2022-01-28,79,11.5,4.34,9.12,3.1,4.14,7.41
2022-01-28,67,17,3.85,8.06,5.5,3.64,7.57
2022-01-28,28,0.6,4.04,5.01,0,3.52,3.68
2022-01-28,54,41.8,4.04,9.1,19.7,4.15,8.48
2022-01-29,259,13.3,2.22,9.53,5.9,2.36,7.87
2022-01-29,46,7.9,4.34,11.2,5.1,5.1,10
2022-01-29,44,20.6,2.22,10,4.9,2.83,9.02
2022-01-29,45,3.1,2.95,9.1,0.4,3.67,7.8
2022-01-29,42,19.2,4.08,7.18,2.2,4.2,6.37
2022-01-29,186,12.1,1.23,9.16,2.9,0.903,7.64
2022-01-29,78,9.7,2.25,10,3.7,1.83,8.58
2022-01-29,205,10.8,2.25,7.44,6.2,2.59,6.16
2022-01-29,121,12.4,2.37,10.3,7.5,2.41,8.58
2022-01-29,79,5.3,2.49,10.5,3.9,2.72,8.77
2022-01-29,67,6.9,2.28,8.25,1.6,2.37,7.15
2022-01-29,28,0.7,1.62,6.73,0.7,1.51,5.35
2022-01-29,54,17.5,2.23,10.3,12.4,2.16,8.52
2022-01-30,259,0.1,2.57,9.61,0.1,2.83,6.88
2022-01-30,46,0,3.19,12.3,0,3.2,10.3
2022-01-30,44,0,2.73,12.3,0,3.16,10.5
2022-01-30,45,0,2.59,10.9,0,2.8,8.93
2022-01-30,42,0.1,3.58,10.2,0,4.49,8.92
2022-01-30,186,0.1,1.07,9.92,0.1,0.534,6.11
2022-01-30,78,0,2.56,11.1,0,2.77,8.27
2022-01-30,205,0.4,3.53,9.57,0,4.18,7.57
2022-01-30,121,0.1,1.86,10.1,0.1,1.77,7.17
2022-01-30,79,0,1.73,10.4,0,1.22,7.64
2022-01-30,67,0,3.48,9.74,0,4.25,7.82
2022-01-30,28,0,2.7,8.06,0,3.28,6.11
2022-01-30,54,0,1.69,10.1,0,1.15,6.28
2022-01-31,259,0,3.33,9.52,0,3.39,7.3
2022-01-31,46,0,5.03,12.7,0,4.28,10.8
2022-01-31,44,0,2.99,11.9,0,3.3,10.7
2022-01-31,45,0,2.8,11.5,0,2.01,9.62
2022-01-31,42,0,4.89,10.5,0,4.04,10.1
2022-01-31,186,2.3,1.44,9.32,0,0.757,6.46
2022-01-31,78,0,2.02,10.5,0,1.79,8.11
2022-01-31,205,0.4,2.92,9.03,0,3.13,7.71
2022-01-31,121,0,2.78,9.99,0,2.39,7.54
2022-01-31,79,0,3.21,11,0,2.83,9.48
2022-01-31,67,0.1,3.39,10.3,0,3.16,8.31
2022-01-31,28,0,2.83,7.18,0,1.81,5.72
2022-01-31,54,0,2.7,9.9,0,1.73,6.63
2022-02-01,259,3.9,2.83,10.8,3.3,3.36,9.4
2022-02-01,46,2.8,5.14,13,2.8,5.33,11.6
2022-02-01,44,9.5,3.13,12.4,6.8,3.24,10.6
2022-02-01,45,4.6,3.69,11,1.8,3.98,9.4
2022-02-01,42,9.8,5.88,9.21,4.9,6.3,7.86
2022-02-01,186,12.1,1.42,11,6,0.954,9.49
2022-02-01,78,8.2,1.99,11.7,5,1.72,10.3
2022-02-01,205,9.5,2.73,8.32,3.5,2.77,7.33
2022-02-01,121,4.2,3.01,11.1,3.8,3.37,9.57
2022-02-01,79,1.5,3.24,12,0.9,3.63,9.72
2022-02-01,67,5.4,3.24,10.6,3.7,3.23,9.19
2022-02-01,28,1.4,2.45,8.14,0.9,2.52,6.37
2022-02-01,54,3.8,2.67,11.5,0.5,3.05,10.2
