,,,24,,,16.0,,,,13,,,11.0,,,10,,,8.0,,,6,,,5.0,,,4,,,,3,,,100.0,,,,,,,,,2005,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,16.0,,,,13,,,11,,,10,,,8,,,6,,,5,,,4,,,,3,,,100.0,,,,,,,,,2006,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,16,,,,13.0,,,11,,,10,,,8,,,7,,,5,,,4,,,,3,,,100.0,,,,,,,,,2007,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,16,,,,13,,,11,,,10,,,8,,,7,,,5,,,4,,,,3,,,100.0,,,,,,,,,2008,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,16.0,,,,13,,,11,,,10,,,8.0,,,6,,,5.0,,,4,,,,2,,,100.0,,,,,,,,,2009,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,16.0,,,,13,,,11,,,10,,,8,,,6,,,5.0,,,4.0,,,,2,,,100.0,,,,,,,,,2010,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,,16,,,,13,,,11,,,10,,,8,,,7,,,5.0,,,4.0,,,,3,,,100.0,,,,,,,,,2011,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,16,,,,13,,,11,,,9,,,8,,,7,,,6,,,4,,,,3,,,100.0,,,,,,,,,2012,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23.0,,,16,,,,13,,,11,,,10,,,8,,,7.0,,,5,,,4,,,,3,,,100.0,,,,,,,,,2013,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24.0,,,15,,,,13,,,11,,,10,,,8,,,7,,,5,,,4,,,,3,,,100.0,,,,,,,,,2014,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,,16,,,,13,,,11,,,10,,,8,,,7,,,5,,,4,,,,3,,,100.0,,,,,,,,,2015,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,,,16,,,,14,,,11,,,10,,,9,,,7,,,6,,,4,,,,3,,,100.0,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,,,16,,,,13,,,11,,,10,,,8,,,7,,,6,,,4,,,,3,,,100.0,,,,,,,,,2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23.0,,,15,,,,13,,,11,,,9,,,8,,,7,,,6,,,4,,,,3,,,100.0,,,,,,,,,2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,,,16,,,,13,,,11,,,10,,,9,,,7.0,,,6,,,4,,,,3,,,100.0,,,,,,,(2)2019,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,,,16,,,,14,,,11,,,10,,,9,,,7,,,6,,,4,,,,3,,,100.0,,,,,,,,,2020,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,,16,,,,13,,,11,,,10,,,8,,,7,,,5,,,4.0,,,,3,,,100.0,,,,,,,,,2021,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
