date,hmd_rlt Bazan,prs_lvl_hgt Bazan,tmp_air_dry Bazan,tmp_air_wet Bazan,tmp_dew_pnt Bazan,wind_dir Bazan,wind_spd Bazan,hmd_rlt Afek,prs_lvl_hgt Afek,tmp_air_dry Afek,tmp_air_wet Afek,tmp_dew_pnt Afek,wind_dir Afek,wind_spd Afek,prs_lvl_hgt Technion,tmp_air_dry Technion,inversion_bywind,inversion_bytemp_delta,inversion_byboth
2017-01-14,78.625,0.0,11.5625,9.774999999999999,7.824999999999999,135.0,5.375,79.5,0.0,11.6,9.875,8.0,135.0,2.1875,0.0,10.325000000000001,0,1,0
2017-01-15,80.625,0.0,12.8,11.0375,9.362499999999999,185.0,3.6875,82.25,0.0,12.674999999999999,11.087499999999999,9.5375,211.25,2.0,0.0,11.425,0,1,0
2017-01-16,70.125,0.0,12.3625,9.687500000000002,6.812500000000001,127.5,5.6875,70.625,0.0,12.087499999999999,9.500000000000002,6.6625000000000005,128.75,3.3125,0.0,11.125,0,2,0
2017-01-17,53.375,0.0,15.687499999999998,11.0125,6.0375,128.75,6.0,52.25,0.0,15.95,11.1375,5.975,128.75,3.875,0.0,13.912500000000001,0,0,0
2017-01-18,63.5,0.0,15.8625,12.225000000000001,8.5375,217.5,4.4375,66.75,0.0,15.299999999999999,12.0375,8.775,181.25,2.125,0.0,14.5625,0,0,0
2017-01-19,80.125,0.0,13.2,11.2875,9.55,211.25,2.1875,82.125,0.0,12.95,11.2625,9.7375,205.0,1.375,0.0,13.099999999999998,3,5,3
2017-01-20,79.125,0.0,12.525,10.55,8.7125,233.75,2.25,80.5,0.0,12.424999999999999,10.625,8.9,195.0,1.375,0.0,12.600000000000001,1,5,0
2017-01-21,78.375,0.0,12.675,10.637500000000001,8.6375,236.25,2.75,84.125,0.0,12.125,10.6875,9.35,201.25,1.3125,0.0,12.637500000000001,1,3,0
2017-01-22,72.125,0.0,11.174999999999999,8.549999999999999,5.5875,216.25,2.125,73.875,0.0,11.0125,8.6375,5.937499999999999,218.75,1.5625,0.0,10.899999999999999,1,4,1
2017-01-23,59.25,0.0,11.674999999999999,7.775,2.8375,115.0,3.9375,59.0,0.0,12.000000000000002,8.100000000000001,3.1750000000000003,113.75,1.875,0.0,11.787500000000001,0,4,0
2017-01-24,35.375,0.0,15.7375,9.1,0.1375,122.5,6.6875,34.625,0.0,15.925,9.15,-0.0875,113.75,5.3125,0.0,13.8,0,0,0
2017-01-25,55.875,0.0,16.7,12.187499999999998,7.2749999999999995,210.0,5.6875,56.125,0.0,16.9875,12.487499999999999,7.5625,223.75,3.0,0.0,15.500000000000002,0,2,0
2017-01-26,78.75,0.0,13.2125,11.274999999999999,9.3875,263.75,3.25,79.875,0.0,13.3375,11.4875,9.7125,217.5,1.5,0.0,12.775,0,3,0
2017-01-27,72.875,0.0,11.95,9.6625,7.05,277.5,10.25,72.625,0.0,12.075000000000001,9.737499999999999,7.125,273.75,4.1875,0.0,9.8875,0,0,0
2017-01-28,63.0,0.0,10.15,7.2124999999999995,3.3125,305.0,8.5,64.25,0.0,10.0,7.1625000000000005,3.3999999999999995,267.5,3.875,0.0,7.4375,0,0,0
2017-01-29,69.5,0.0,8.5,6.025,2.7375,151.25,2.0,68.375,0.0,8.1375,5.699999999999999,2.2375,151.25,1.1875,0.0,7.449999999999999,0,3,0
2017-01-30,65.5,0.0,10.2125,7.3374999999999995,3.7125,172.5,3.1875,66.375,0.0,9.725,6.9875,3.3625,165.0,1.9375,0.0,8.912500000000001,0,2,0
2017-01-31,82.0,0.0,10.5875,9.049999999999999,7.425000000000001,128.75,3.0,85.875,0.0,10.15,8.987499999999999,7.7875000000000005,185.0,1.3125,0.0,9.674999999999999,0,2,0
2017-02-01,64.875,0.0,8.975,6.2875,2.5625,66.25,4.3125,68.75,0.0,8.2625,5.925,2.6125000000000003,203.75,1.8125,0.0,7.5,1,2,0
2017-02-02,70.0,0.0,8.075,5.65,2.4250000000000003,202.5,2.375,72.75,0.0,7.649999999999999,5.4750000000000005,2.625,186.25,1.4375,0.0,7.6375,1,4,1
2017-02-03,71.375,0.0,9.575,7.1125,4.0874999999999995,175.0,3.0625,72.5,0.0,9.2,6.8625,4.050000000000001,132.5,0.9375,0.0,9.049999999999999,0,4,0
2017-02-04,56.25,0.0,11.125,7.1499999999999995,1.7499999999999998,121.25,3.5625,58.25,0.0,10.875,7.075000000000001,1.8125,161.25,1.875,0.0,11.4625,1,3,0
2017-02-05,51.125,0.0,12.85,8.225,1.925,197.5,3.0625,56.125,0.0,11.649999999999999,7.575,1.975,210.0,1.3125,0.0,12.425,1,3,1
2017-02-06,78.25,0.0,12.637500000000003,10.6375,8.75,276.25,2.0625,79.875,0.0,11.900000000000002,10.0625,8.325,176.25,1.1875,0.0,12.712499999999999,1,4,0
2017-02-07,38.0,0.0,16.5375,9.575000000000003,0.03750000000000009,122.5,6.5625,40.125,0.0,16.5125,9.662500000000001,0.08750000000000024,125.0,5.6875,0.0,15.75,0,3,0
2017-02-08,36.625,0.0,15.712500000000002,9.25,0.10000000000000031,118.75,8.0625,37.875,0.0,15.637500000000001,9.2125,-0.07499999999999984,120.0,4.8125,0.0,13.7625,0,0,0
2017-02-09,68.0,0.0,13.975000000000001,10.95,7.862500000000001,172.5,3.875,73.125,0.0,13.1,10.575000000000001,8.0375,177.5,2.0,0.0,12.787500000000001,1,4,1
2017-02-10,67.125,0.0,14.375000000000002,11.05,7.6125,192.5,3.75,68.75,0.0,13.75,10.6875,7.562499999999999,162.5,2.9375,0.0,13.525000000000002,0,3,0
2017-02-11,66.375,0.0,14.475,11.1125,7.637500000000001,193.75,4.25,71.625,0.0,13.65,10.9375,8.162500000000001,227.5,2.0625,0.0,13.9,0,3,0
2017-02-12,80.75,0.0,12.999999999999998,11.2375,9.612499999999999,187.5,2.125,83.75,0.0,12.5375,11.100000000000001,9.712499999999999,180.0,1.5,0.0,11.2375,2,1,1
2017-02-13,83.25,0.0,11.350000000000001,9.875,8.412500000000001,188.75,2.0625,86.125,0.0,10.9125,9.725,8.5625,130.0,1.625,0.0,10.1875,1,1,0
2017-02-14,84.125,0.0,10.7625,9.4,8.0125,192.5,4.375,86.0,0.0,10.375,9.2125,8.0,166.25,2.5625,0.0,9.0875,0,0,0
2017-02-15,76.875,0.0,10.9,8.9,6.574999999999999,192.5,3.1875,80.5,0.0,10.312499999999998,8.6375,6.687500000000001,210.0,2.3125,0.0,8.874999999999998,0,0,0
2017-02-16,73.75,0.0,9.15,7.1,4.2749999999999995,178.75,3.5625,73.375,0.0,8.874999999999998,6.8374999999999995,3.9375,175.0,1.8125,0.0,7.5125,1,1,0
2017-02-17,66.125,0.0,8.975,6.1499999999999995,2.3125,165.0,2.6875,67.125,0.0,8.325,5.6625,1.9375000000000002,196.25,1.8125,0.0,8.625,1,3,0
2017-02-18,66.25,0.0,9.9125,6.9624999999999995,3.1625,121.25,3.0625,65.125,0.0,9.525,6.525,2.4375,163.75,1.625,0.0,9.25,0,3,0
2017-02-19,33.375,0.0,13.275,6.9625,-3.1500000000000004,118.75,5.25,31.0,0.0,13.112499999999999,6.624999999999999,-4.1499999999999995,113.75,3.3125,0.0,11.637500000000001,0,1,0
2017-02-20,38.75,0.0,14.075000000000003,8.137500000000001,-1.175,162.5,4.625,41.0,0.0,13.062500000000002,7.387499999999999,-1.8625000000000003,185.0,2.875,0.0,12.375,0,0,0
2017-02-21,68.0,0.0,11.912499999999998,9.012500000000001,5.8625,267.5,2.3125,71.5,0.0,10.8375,8.2875,5.500000000000001,170.0,1.4375,0.0,11.5375,2,4,2
2017-02-22,73.0,0.0,12.275,9.7125,7.125,266.25,3.3125,74.25,0.0,11.725,9.3875,6.949999999999999,227.5,1.625,0.0,12.125,0,4,0
2017-02-23,78.25,0.0,14.075000000000001,11.950000000000001,10.075,251.25,2.625,82.125,0.0,12.962499999999999,11.2625,9.775000000000002,212.5,1.8125,0.0,13.0875,1,3,0
2017-02-24,79.25,0.0,13.737499999999999,11.6125,9.6875,222.5,2.25,80.125,0.0,13.012500000000001,11.025,9.1875,167.5,1.0,0.0,13.137500000000001,1,4,1
2017-02-25,66.0,0.0,14.875,11.2625,7.5249999999999995,206.25,3.5,66.25,0.0,14.6625,10.875,6.812500000000001,166.25,1.4375,0.0,16.162499999999998,0,5,0
2017-02-26,64.5,0.0,14.837499999999999,11.0625,6.6875,221.25,3.5,64.125,0.0,14.2375,10.4625,6.2875000000000005,147.5,1.3125,0.0,16.125,0,4,0
2017-02-27,49.25,0.0,17.6375,11.537500000000001,3.8,153.75,4.4375,50.0,0.0,17.5125,11.6,4.4625,176.25,2.25,0.0,18.662499999999998,0,3,0
2017-02-28,29.875,0.0,19.6125,11.3625,0.6,115.0,5.75,30.75,0.0,20.0125,11.7875,1.4249999999999998,175.0,3.1875,0.0,19.349999999999998,1,2,0
2017-03-01,62.625,0.0,17.5875,13.649999999999999,10.1125,122.5,4.8125,66.375,0.0,17.175,13.624999999999998,10.55,130.0,3.0,0.0,16.4125,0,2,0
2017-03-02,78.375,0.0,16.625,14.425,12.7125,213.75,3.4375,81.0,0.0,15.875,14.024999999999999,12.512500000000001,197.5,1.6875,0.0,14.975000000000001,0,2,0
2017-03-03,76.25,0.0,15.487499999999999,13.225000000000001,11.249999999999998,236.25,4.0,79.625,0.0,14.9375,13.037500000000001,11.350000000000001,237.5,2.25,0.0,13.250000000000002,0,0,0
2017-03-04,72.25,0.0,15.337499999999999,12.6,10.162500000000001,283.75,3.1875,77.5,0.0,13.8125,11.700000000000001,9.775,272.5,1.625,0.0,13.475000000000001,1,1,0
2017-03-05,75.5,0.0,14.8625,12.424999999999999,10.237499999999999,300.0,3.0,75.875,0.0,13.799999999999997,11.375,9.1,162.5,1.1875,0.0,13.85,1,2,1
2017-03-06,57.75,0.0,17.025000000000002,12.4,7.875,161.25,4.5625,62.875,0.0,15.6125,11.6,7.6875,130.0,2.625,0.0,16.012500000000003,0,2,0
2017-03-07,76.625,0.0,15.0875,12.849999999999998,10.924999999999997,267.5,2.75,79.75,0.0,14.525,12.6625,11.0,216.25,1.875,0.0,15.075,2,3,2
2017-03-08,77.625,0.0,15.112499999999999,12.825,10.8125,206.25,2.5625,79.625,0.0,14.562500000000002,12.525,10.7375,167.5,1.75,0.0,14.5,2,3,1
2017-03-09,44.25,0.0,21.137500000000003,13.987499999999999,7.0625,135.0,6.0,46.625,0.0,20.1375,13.4,6.824999999999999,143.75,3.625,0.0,20.462500000000002,0,2,0
2017-03-10,70.125,0.0,18.0375,14.775,12.15,222.5,3.3125,74.625,0.0,17.224999999999998,14.524999999999999,12.4125,157.5,1.9375,0.0,16.349999999999998,1,1,0
2017-03-11,64.75,0.0,17.1,13.462499999999999,10.2,185.0,6.5625,72.375,0.0,15.6375,12.9125,10.4875,187.5,3.0625,0.0,15.125,0,1,0
2017-03-12,58.5,0.0,17.1875,12.8,8.6375,182.5,7.0625,61.25,0.0,16.437499999999996,12.412500000000001,8.625,185.0,3.5625,0.0,15.699999999999998,0,1,0
2017-03-13,71.125,0.0,16.8125,13.8875,11.437499999999998,263.75,6.0,73.125,0.0,16.174999999999997,13.525,11.2375,246.25,2.25,0.0,14.275,0,0,0
2017-03-14,78.375,0.0,14.550000000000002,12.425,10.55,228.75,3.625,79.375,0.0,13.962500000000002,12.024999999999999,10.274999999999999,225.0,1.4375,0.0,13.4875,0,3,0
2017-03-15,82.75,0.0,12.937500000000002,11.325,9.799999999999999,196.25,2.6875,82.75,0.0,12.6375,11.05,9.562500000000002,155.0,1.625,0.0,12.424999999999997,0,3,0
2017-03-16,74.75,0.0,14.874999999999998,12.450000000000001,10.1875,225.0,2.75,80.25,0.0,13.675,11.8375,10.162500000000001,170.0,1.6875,0.0,12.9375,1,0,0
2017-03-17,68.875,0.0,15.5625,12.5125,9.662499999999998,186.25,2.375,77.125,0.0,14.212499999999999,12.0625,10.1375,182.5,1.8125,0.0,13.6375,0,0,0
2017-03-18,73.0,0.0,16.425,13.8125,11.524999999999999,273.75,4.5625,76.75,0.0,15.5375,13.312499999999998,11.399999999999999,257.5,1.5625,0.0,14.525000000000002,0,1,0
2017-03-19,64.25,0.0,16.025000000000002,12.512500000000001,9.15,306.25,4.75,68.5,0.0,15.237499999999999,12.1875,9.3375,260.0,2.1875,0.0,13.8,0,0,0
2017-03-20,70.875,0.0,16.075000000000003,13.1875,10.65,232.5,4.4375,74.375,0.0,15.375,12.924999999999999,10.749999999999998,231.25,1.625,0.0,14.3,0,1,0
2017-03-21,78.375,0.0,16.2375,14.0125,12.25,152.5,2.5625,84.0,0.0,15.337500000000002,13.7875,12.549999999999999,180.0,2.0625,0.0,14.424999999999999,1,0,0
2017-03-22,79.5,0.0,15.5375,13.5,11.7875,227.5,2.75,82.625,0.0,14.924999999999999,13.212499999999999,11.825000000000001,180.0,1.625,0.0,14.85,1,3,1
2017-03-23,77.25,0.0,16.4875,14.1875,12.325,283.75,3.125,77.875,0.0,15.85,13.649999999999999,11.8125,271.25,2.5,0.0,15.475000000000003,2,2,1
2017-03-24,74.625,0.0,16.65,13.9875,11.8375,330.0,3.625,76.875,0.0,15.45,13.1,11.100000000000001,283.75,1.9375,0.0,15.012500000000001,0,2,0
2017-03-25,79.25,0.0,16.325000000000003,14.174999999999999,12.4875,332.5,3.0,79.0,0.0,15.0125,12.899999999999999,11.15,157.5,1.625,0.0,14.85,1,1,0
2017-03-26,74.75,0.0,16.6125,13.799999999999999,11.375,281.25,2.5,81.0,0.0,14.9,12.9375,11.375,186.25,1.5625,0.0,15.375000000000002,0,2,0
2017-03-27,80.75,0.0,15.2875,13.337499999999999,11.8125,251.25,2.5,83.875,0.0,14.012500000000001,12.462499999999999,11.1625,152.5,1.5,0.0,14.4375,0,3,0
2017-03-28,77.25,0.0,15.5,13.1625,11.212500000000002,207.5,2.5625,78.625,0.0,15.0375,12.825000000000001,11.0,193.75,1.375,0.0,14.5625,1,3,0
2017-03-29,77.375,0.0,16.6375,14.200000000000003,12.35,217.5,2.4375,75.375,0.0,16.262500000000003,13.525,11.325,172.5,1.3125,0.0,16.25,1,3,1
2017-03-30,55.625,0.0,20.7625,15.3625,10.525,210.0,4.3125,61.5,0.0,19.962500000000002,15.325,11.15,198.75,2.5625,0.0,19.762500000000003,0,2,0
2017-03-31,77.0,0.0,17.375,14.799999999999999,12.799999999999999,207.5,4.125,76.75,0.0,16.7375,14.187500000000004,12.15,223.75,2.1875,0.0,16.5875,0,3,0
2017-04-01,74.625,0.0,16.412499999999998,13.7875,11.6625,218.75,4.8125,77.25,0.0,15.7125,13.437499999999998,11.537500000000001,212.5,1.5625,0.0,15.200000000000001,0,2,0
2017-04-02,80.0,0.0,16.225,14.2625,12.6375,220.0,4.3125,80.375,0.0,15.8875,13.9375,12.362499999999997,190.0,2.25,0.0,14.6,0,1,0
2017-04-03,76.75,0.0,17.35,14.924999999999999,13.0375,250.0,3.875,79.375,0.0,16.625000000000004,14.549999999999999,12.887500000000001,252.5,1.6875,0.0,15.262500000000001,0,0,0
2017-04-04,69.625,0.0,18.450000000000003,14.85,11.600000000000001,161.25,3.4375,63.875,0.0,19.1875,14.475000000000001,10.075,155.0,2.375,0.0,17.9375,1,4,1
2017-04-05,31.875,0.0,24.6,14.987499999999999,5.3374999999999995,122.5,7.375,32.5,0.0,24.5125,14.924999999999999,5.125,112.5,5.9375,0.0,22.925,0,1,0
2017-04-06,60.75,0.0,21.1375,16.025,11.875,221.25,3.4375,59.25,0.0,20.3375,14.9875,10.424999999999999,196.25,2.125,0.0,19.124999999999996,0,0,0
2017-04-07,71.875,0.0,18.124999999999996,15.125,12.775,245.0,4.3125,74.25,0.0,17.462500000000002,14.8125,12.6625,242.5,1.625,0.0,15.7125,0,0,0
2017-04-08,73.0,0.0,17.325,14.4625,12.150000000000002,225.0,3.1875,74.625,0.0,16.8125,14.149999999999999,11.924999999999999,212.5,1.75,0.0,15.524999999999999,0,2,0
2017-04-09,72.375,0.0,16.6875,13.899999999999999,11.512499999999998,261.25,3.25,76.875,0.0,15.750000000000002,13.4625,11.487499999999999,210.0,1.75,0.0,14.875,1,1,0
2017-04-10,62.625,0.0,16.3875,12.4125,8.7,251.25,4.5,62.375,0.0,15.8,11.7875,7.8875,237.5,2.1875,0.0,14.637500000000001,0,1,0
2017-04-11,61.125,0.0,19.4,14.95,11.075000000000001,286.25,4.0625,64.625,0.0,18.450000000000003,14.425,11.1375,246.25,1.5,0.0,17.6125,0,0,0
2017-04-12,29.5,0.0,25.1375,15.3375,5.8999999999999995,140.0,7.8125,31.0,0.0,25.2,15.575,6.625,138.75,4.375,0.0,23.612499999999997,0,0,0
2017-04-13,68.0,0.0,21.025000000000002,17.212500000000002,14.35,267.5,4.8125,68.875,0.0,20.8,17.075,14.275,271.25,2.375,0.0,18.762499999999996,0,0,0
2017-04-14,73.25,0.0,18.6375,15.825000000000001,13.650000000000002,223.75,4.5,75.875,0.0,18.112499999999997,15.5875,13.6375,212.5,2.375,0.0,15.7625,0,0,0
2017-04-15,75.125,0.0,18.162499999999998,15.4875,13.424999999999999,195.0,2.9375,74.875,0.0,17.75,15.0,12.825000000000001,211.25,1.5,0.0,15.875,0,0,0
2017-04-16,80.375,0.0,17.925,15.824999999999998,14.325,275.0,3.5625,80.25,0.0,17.3875,15.2875,13.762500000000001,203.75,1.875,0.0,16.2,1,1,0
2017-04-17,80.125,0.0,18.05,15.9375,14.4,276.25,3.625,77.125,0.0,17.887500000000003,15.374999999999998,13.487500000000002,256.25,2.3125,0.0,16.275000000000002,0,1,0
2017-04-18,72.5,0.0,18.625000000000004,15.487499999999999,13.074999999999998,268.75,2.75,73.125,0.0,17.974999999999998,15.05,12.774999999999999,248.75,1.5,0.0,17.475,1,2,0
2017-04-19,75.0,0.0,18.1125,15.4,13.399999999999999,301.25,3.4375,74.0,0.0,17.6125,14.787499999999998,12.575,225.0,2.0625,0.0,17.075,1,2,1
2017-04-20,73.625,0.0,18.9,15.9625,13.8125,322.5,3.4375,75.875,0.0,16.7875,14.1625,12.1625,221.25,1.9375,0.0,17.587500000000002,0,1,0
2017-04-21,55.75,0.0,22.562499999999996,16.55,11.837499999999999,218.75,4.5625,54.125,0.0,21.875,15.612500000000002,10.375,200.0,2.25,0.0,25.225000000000005,0,5,0
2017-04-22,39.0,0.0,26.462500000000002,16.6,7.324999999999999,163.75,4.25,39.125,0.0,26.874999999999996,16.6375,7.2,128.75,2.1875,0.0,29.5625,0,5,0
2017-04-23,60.0,0.0,19.5,15.062499999999998,11.287500000000001,303.75,6.3125,63.5,0.0,18.849999999999998,14.9375,11.525,305.0,3.5625,0.0,16.5625,0,0,0
2017-04-24,54.625,0.0,18.699999999999996,13.737499999999999,9.212499999999999,310.0,4.6875,57.5,0.0,17.799999999999997,13.287500000000001,9.062500000000002,271.25,2.5,0.0,15.7125,0,0,0
2017-04-25,67.125,0.0,17.8375,14.287500000000001,11.3,255.0,4.5,68.125,0.0,17.0375,13.6125,10.725,256.25,2.625,0.0,15.400000000000002,1,1,1
2017-04-26,71.125,0.0,19.6375,16.425,14.1125,307.5,4.4375,66.125,0.0,19.374999999999996,15.3625,12.325,247.5,1.75,0.0,18.837500000000002,0,2,0
2017-04-27,72.125,0.0,20.425,17.225,15.037500000000001,255.0,3.0,75.0,0.0,19.8875,17.099999999999998,15.15,220.0,1.625,0.0,18.874999999999996,1,2,1
2017-04-28,68.625,0.0,20.400000000000002,16.5875,13.675000000000002,220.0,2.875,77.25,0.0,19.1,16.4875,14.65,207.5,1.9375,0.0,18.1625,1,1,0
2017-04-29,77.0,0.0,19.400000000000002,16.75,14.925,242.5,2.4375,81.125,0.0,18.5625,16.4875,15.05,217.5,1.8125,0.0,18.400000000000002,1,2,1
2017-04-30,75.5,0.0,20.449999999999996,17.55,15.624999999999998,256.25,2.875,79.375,0.0,20.037499999999998,17.6375,16.0375,257.5,2.125,0.0,20.299999999999997,2,4,1
2017-05-01,69.25,0.0,20.875,17.1125,14.299999999999999,236.25,2.125,70.875,0.0,20.425,16.9,14.375000000000002,226.25,1.8125,0.0,19.6375,2,1,1
2017-05-02,72.125,0.0,20.5375,17.3125,15.05,247.5,3.75,77.375,0.0,19.9,17.35,15.6375,231.25,2.25,0.0,18.675,1,1,1
2017-05-03,71.625,0.0,20.537499999999998,17.2625,15.0,278.75,3.75,75.75,0.0,19.35,16.625,14.725,225.0,2.0,0.0,18.412499999999998,0,0,0
2017-05-04,70.625,0.0,21.175,17.750000000000004,15.4,306.25,3.5625,75.75,0.0,20.012500000000003,17.325,15.45,301.25,2.0,0.0,18.275000000000002,1,0,0
2017-05-05,69.875,0.0,21.175,17.6875,15.3375,308.75,4.0,75.5,0.0,20.0125,17.3125,15.412500000000001,252.5,2.0625,0.0,18.475,0,0,0
2017-05-06,66.625,0.0,21.8875,17.962500000000002,15.2875,286.25,3.5625,71.125,0.0,21.075,17.775000000000002,15.4875,310.0,2.0625,0.0,19.0125,0,0,0
2017-05-07,71.0,0.0,21.0875,17.512500000000003,15.037500000000001,210.0,3.25,76.625,0.0,20.1375,17.4,15.562500000000002,205.0,1.8125,0.0,18.5,0,0,0
2017-05-08,62.75,0.0,22.475,17.5875,14.075000000000001,240.0,3.4375,60.875,0.0,21.999999999999996,16.85,12.912500000000001,172.5,1.8125,0.0,22.0875,0,3,0
2017-05-09,44.375,0.0,26.625000000000004,18.2,11.4125,240.0,4.8125,43.875,0.0,27.5625,18.125,10.4625,196.25,2.5,0.0,28.4375,0,6,0
2017-05-10,47.375,0.0,25.675,18.05,12.5,260.0,2.3125,54.625,0.0,24.512499999999996,18.325,14.075,206.25,2.0625,0.0,27.087500000000002,0,4,0
2017-05-11,68.75,0.0,22.575,18.75,16.25,305.0,4.125,74.375,0.0,21.049999999999997,18.075,16.1,248.75,2.1875,0.0,20.125,0,0,0
2017-05-12,71.0,0.0,22.375,18.9,16.6875,322.5,4.875,75.625,0.0,21.187500000000004,18.3625,16.5125,288.75,2.5,0.0,19.737499999999997,0,0,0
2017-05-13,73.875,0.0,23.0625,19.775000000000002,17.724999999999998,308.75,4.0625,78.25,0.0,22.212500000000002,19.587500000000002,18.0,290.0,2.6875,0.0,21.7375,0,0,0
2017-05-14,51.0,0.0,25.037499999999998,17.95,12.6,223.75,2.6875,66.625,0.0,23.35,18.887500000000003,15.925,167.5,1.75,0.0,23.925,1,3,1
2017-05-15,58.5,0.0,24.8125,19.275,15.575,205.0,3.4375,67.0,0.0,23.5625,19.2625,16.4625,228.75,1.9375,0.0,22.9125,0,2,0
2017-05-16,76.0,0.0,23.537499999999998,20.45,18.75,223.75,3.1875,81.125,0.0,22.737499999999997,20.4125,19.075,222.5,2.25,0.0,21.400000000000002,0,2,0
2017-05-17,75.75,0.0,23.35,20.375,18.675,320.0,4.375,78.25,0.0,22.224999999999998,19.65,18.0875,270.0,2.4375,0.0,21.55,0,0,0
2017-05-18,65.0,0.0,25.1375,20.5625,17.7625,330.0,4.25,63.25,0.0,24.65,19.6625,16.4375,268.75,2.375,0.0,22.6875,0,0,0
2017-05-19,69.5,0.0,23.675,19.925,17.637500000000003,312.5,5.5,70.5,0.0,23.1875,19.625,17.45,302.5,3.375,0.0,20.874999999999996,0,0,0
2017-05-20,60.375,0.0,22.412499999999998,17.674999999999997,14.2625,258.75,6.6875,62.0,0.0,22.287499999999998,17.7375,14.549999999999999,257.5,2.3125,0.0,19.65,0,0,0
2017-05-21,58.0,0.0,21.775000000000002,16.7375,12.95,236.25,4.625,60.375,0.0,21.562499999999996,16.8625,13.362499999999999,251.25,1.9375,0.0,19.162499999999998,0,0,0
2017-05-22,48.375,0.0,23.8,16.450000000000003,10.2625,196.25,4.125,50.5,0.0,23.175,16.3125,10.649999999999999,193.75,2.4375,0.0,22.8625,0,2,0
2017-05-23,64.5,0.0,22.7125,18.425,15.499999999999998,271.25,5.5625,65.125,0.0,22.625000000000004,18.4375,15.575,268.75,2.4375,0.0,19.7125,0,0,0
2017-05-24,63.875,0.0,22.2875,17.825,14.725,271.25,4.0625,69.25,0.0,21.2875,17.674999999999997,15.1875,275.0,2.4375,0.0,19.712500000000002,0,0,0
2017-05-25,68.625,0.0,22.025,18.25,15.7625,268.75,3.75,70.375,0.0,20.7625,17.2375,14.850000000000001,218.75,2.4375,0.0,19.525000000000002,0,0,0
2017-05-26,66.75,0.0,22.4375,18.412499999999998,15.7125,290.0,3.75,73.0,0.0,21.112499999999997,17.962500000000002,15.837499999999999,197.5,1.8125,0.0,19.7375,0,0,0
2017-05-27,55.125,0.0,23.825,17.8625,13.575000000000001,246.25,3.375,49.5,0.0,24.5375,17.125,11.2875,211.25,1.75,0.0,23.975,0,4,0
2017-05-28,60.875,0.0,24.4125,19.35,16.0375,221.25,3.25,70.375,0.0,22.837500000000002,19.275,17.000000000000004,236.25,2.25,0.0,21.825,0,0,0
